Carla Interface.agents.Ego Vehicle_1.accelerations;Carla Interface.agents.Ego Vehicle_1.applied_input;Carla Interface.agents.Ego Vehicle_1.cruise_control_speed
[1.4022296667099, 0.6144199371337891, -3.777513120439835e-05];[0.022747255861759186, 0.0, 0.0, 0.0, 0.5167118906974792];1.388.888.931.274.410
[1.3526458740234375, 0.5986530780792236, -0.00011117693065898493];[0.022054947912693024, 0.0, 0.0, 0.0, 0.5160801410675049];1.388.888.931.274.410
[1.3249537944793701, 0.5971526503562927, 5.685523501597345e-05];[0.021590111777186394, 0.0, 0.0, 0.0, 0.5131646394729614];1.388.888.931.274.410
[1.3249537944793701, 0.5971526503562927, 5.685523501597345e-05];[0.021590111777186394, 0.0, 0.0, 0.0, 0.5131646394729614];1.388.888.931.274.410
[1.2954541444778442, 0.6000583171844482, -4.019451080239378e-05];[0.021125275641679764, 0.0, 0.0, 0.0, 0.512997567653656];1.388.888.931.274.410
[1.243682622909546, 0.5894544124603271, -2.1268126147333533e-05];[0.020383518189191818, 0.0, 0.0, 0.0, 0.5132388472557068];1.388.888.931.274.410
[1.222087025642395, 0.5970885753631592, -5.0780004130501766e-06];[0.019869232550263405, 0.0, 0.0, 0.0, 0.5109879970550537];1.388.888.931.274.410
[1.188161015510559, 0.5886246562004089, 0.00013665747246704996];[0.01935494691133499, 0.0, 0.0, 0.0, 0.5157378315925598];1.388.888.931.274.410
[1.188161015510559, 0.5886246562004089, 0.00013665747246704996];[0.01935494691133499, 0.0, 0.0, 0.0, 0.5157378315925598];1.388.888.931.274.410
[1.1365306377410889, 0.5590648055076599, -9.156946907751262e-05];[0.018563738092780113, 0.0, 0.0, 0.0, 0.5155989527702332];1.388.888.931.274.410
[1.1128244400024414, 0.5495573282241821, 9.369465988129377e-05];[0.0180791225284338, 0.0, 0.0, 0.0, 0.5126219391822815];1.388.888.931.274.410
[1.0819398164749146, 0.544543445110321, 4.065360189997591e-05];[0.01755494624376297, 0.0, 0.0, 0.0, 0.5129380226135254];1.388.888.931.274.410
[1.0319809913635254, 0.5279484987258911, -0.00013775264960713685];[0.01679340936243534, 0.0, 0.0, 0.0, 0.5129948258399963];1.388.888.931.274.410
[1.0319809913635254, 0.5279484987258911, -0.00013775264960713685];[0.01679340936243534, 0.0, 0.0, 0.0, 0.5129948258399963];1.388.888.931.274.410
[1.0136332511901855, 0.5301094055175781, -5.4684875067323446e-05];[0.016279123723506927, 0.0, 0.0, 0.0, 0.5108832120895386];1.388.888.931.274.410
[0.9600121974945068, 0.5092448592185974, 3.1236926588462666e-05];[0.015527473762631416, 0.0, 0.0, 0.0, 0.51571124792099];1.388.888.931.274.410
[0.9356251358985901, 0.4926975667476654, -4.0968338907987345e-06];[0.015032968483865261, 0.0, 0.0, 0.0, 0.5132296085357666];1.388.888.931.274.410
[0.9084526300430298, 0.48337236046791077, 2.2073707441450097e-05];[0.014548352919518948, 0.0, 0.0, 0.0, 0.5132573843002319];1.388.888.931.274.410
[0.9084526300430298, 0.48337236046791077, 2.2073707441450097e-05];[0.014548352919518948, 0.0, 0.0, 0.0, 0.5132573843002319];1.388.888.931.274.410
[0.8617211580276489, 0.46449118852615356, 2.2769845600123517e-05];[0.013836265541613102, 0.0, 0.0, 0.0, 0.5134896636009216];1.388.888.931.274.410
[0.8475000262260437, 0.47044846415519714, -1.1838079444714822e-05];[0.013351649977266788, 0.0, 0.0, 0.0, 0.5114315152168274];1.388.888.931.274.410
[0.8106159567832947, 0.4592946469783783, -1.7607871996005997e-05];[0.012857143767178059, 0.0, 0.0, 0.0, 0.5117687582969666];1.388.888.931.274.410
[0.7577593922615051, 0.4320266842842102, -5.4588042985415086e-05];[0.012115386314690113, 0.0, 0.0, 0.0, 0.5161690711975098];1.388.888.931.274.410
[0.7303351163864136, 0.4106506109237671, -2.5017485313583165e-05];[0.011591210030019283, 0.0, 0.0, 0.0, 0.5133798718452454];1.388.888.931.274.410
[0.7303351163864136, 0.4106506109237671, -2.5017485313583165e-05];[0.011591210030019283, 0.0, 0.0, 0.0, 0.5133798718452454];1.388.888.931.274.410
[0.7013865113258362, 0.3997005820274353, -6.833668157923967e-05];[0.011096704751253128, 0.0, 0.0, 0.0, 0.5128401517868042];1.388.888.931.274.410
[0.6530434489250183, 0.3811972737312317, 0.00020926175056956708];[0.010384616442024708, 0.0, 0.0, 0.0, 0.5125653743743896];1.388.888.931.274.410
[0.6319244503974915, 0.3782563805580139, -6.491822568932548e-05];[0.00996923167258501, 0.0, 0.0, 0.0, 0.5103404521942139];1.388.888.931.274.410
[0.6026601195335388, 0.37983962893486023, -1.730349140416365e-05];[0.009454946964979172, 0.0, 0.0, 0.0, 0.5114431977272034];1.388.888.931.274.410
[0.6026601195335388, 0.37983962893486023, -1.730349140416365e-05];[0.009454946964979172, 0.0, 0.0, 0.0, 0.5114431977272034];1.388.888.931.274.410
[0.5919053554534912, 0.36924394965171814, -8.983846782939509e-05];[0.009207693859934807, 0.0, 0.0, 0.0, 0.5157320499420166];1.388.888.931.274.410
[0.5855289101600647, 0.34922295808792114, 7.746106712147593e-05];[0.008990110829472542, 0.0, 0.0, 0.0, 0.5174880027770996];1.388.888.931.274.410
[0.5754938721656799, 0.32735371589660645, -9.45731662795879e-05];[0.008752748370170593, 0.0, 0.0, 0.0, 0.51857990026474];1.388.888.931.274.410
[0.575843870639801, 0.3136715888977051, 4.8919624532572925e-05];[0.008663737215101719, 0.0, 0.0, 0.0, 0.5187578201293945];1.388.888.931.274.410
[0.575843870639801, 0.3136715888977051, 4.8919624532572925e-05];[0.008663737215101719, 0.0, 0.0, 0.0, 0.5187578201293945];1.388.888.931.274.410
[0.5730710625648499, 0.30151066184043884, 8.587093179812655e-05];[0.008584615774452686, 0.0, 0.0, 0.0, 0.5197892189025879];1.388.888.931.274.410
[0.5635471343994141, 0.2809041142463684, 9.309055167250335e-05];[0.008475824259221554, 0.0, 0.0, 0.0, 0.5203028917312622];1.388.888.931.274.410
[0.5548006296157837, 0.27117717266082764, -4.2638814193196595e-05];[0.00839670468121767, 0.0, 0.0, 0.0, 0.5203176140785217];1.388.888.931.274.410
[0.5448899269104004, 0.264256089925766, 7.847972301533446e-05];[0.008317583240568638, 0.0, 0.0, 0.0, 0.5196875333786011];1.388.888.931.274.410
[0.5448899269104004, 0.264256089925766, 7.847972301533446e-05];[0.008317583240568638, 0.0, 0.0, 0.0, 0.5196875333786011];1.388.888.931.274.410
[0.5272392630577087, 0.2571263313293457, -0.0001164009008789435];[0.008159341290593147, 0.0, 0.0, 0.0, 0.5189940333366394];1.388.888.931.274.410
[0.5115068554878235, 0.2546674609184265, 7.00496239005588e-05];[0.008020879700779915, 0.0, 0.0, 0.0, 0.517601490020752];1.388.888.931.274.410
[0.48705607652664185, 0.25155240297317505, 6.6955085458175745e-06];[0.007783517241477966, 0.0, 0.0, 0.0, 0.5167156457901001];1.388.888.931.274.410
[0.4660121500492096, 0.2618454694747925, -2.1408539396361448e-05];[0.007585715036839247, 0.0, 0.0, 0.0, 0.5152453780174255];1.388.888.931.274.410
[0.4660121500492096, 0.2618454694747925, -2.1408539396361448e-05];[0.007585715036839247, 0.0, 0.0, 0.0, 0.5152453780174255];1.388.888.931.274.410
[0.4441092014312744, 0.25663110613822937, -4.333680294621445e-07];[0.007348352111876011, 0.0, 0.0, 0.0, 0.5164347887039185];1.388.888.931.274.410
[0.41007423400878906, 0.24164333939552307, 2.3273410079127643e-06];[0.006923077628016472, 0.0, 0.0, 0.0, 0.5158214569091797];1.388.888.931.274.410
[0.3872092664241791, 0.23639552295207977, 1.4085664588492364e-05];[0.006596704013645649, 0.0, 0.0, 0.0, 0.5137209296226501];1.388.888.931.274.410
[0.362567663192749, 0.23441652953624725, -8.548946652808809e-07];[0.006250550039112568, 0.0, 0.0, 0.0, 0.513195276260376];1.388.888.931.274.410
[0.362567663192749, 0.23441652953624725, -8.548946652808809e-07];[0.006250550039112568, 0.0, 0.0, 0.0, 0.513195276260376];1.388.888.931.274.410
[0.32492995262145996, 0.22480830550193787, -8.259047899628058e-05];[0.005726374685764313, 0.0, 0.0, 0.0, 0.5130087733268738];1.388.888.931.274.410
[0.3125801384449005, 0.23031125962734222, 0.00011190226359758526];[0.005380220245569944, 0.0, 0.0, 0.0, 0.5115785598754883];1.388.888.931.274.410
[0.27839887142181396, 0.2153618186712265, -3.231279697502032e-05];[0.00487582478672266, 0.0, 0.0, 0.0, 0.5158933997154236];1.388.888.931.274.410
[0.2661720812320709, 0.2005804479122162, 5.40855253348127e-05];[0.004549451172351837, 0.0, 0.0, 0.0, 0.5147594213485718];1.388.888.931.274.410
[0.2661720812320709, 0.2005804479122162, 5.40855253348127e-05];[0.004549451172351837, 0.0, 0.0, 0.0, 0.5147594213485718];1.388.888.931.274.410
[0.2517542839050293, 0.19010719656944275, -7.64074211474508e-05];[0.004223077557981014, 0.0, 0.0, 0.0, 0.5151929259300232];1.388.888.931.274.410
[0.22722263634204865, 0.1742430478334427, -2.36236573982751e-05];[0.0037780224811285734, 0.0, 0.0, 0.0, 0.5155805945396423];1.388.888.931.274.410
[0.2288343459367752, 0.17290285229682922, 2.3909939045552164e-05];[0.0035109894815832376, 0.0, 0.0, 0.0, 0.514761209487915];1.388.888.931.274.410
[0.21546271443367004, 0.16544920206069946, 3.722762266988866e-05];[0.0032835169695317745, 0.0, 0.0, 0.0, 0.5155215859413147];1.388.888.931.274.410
[0.21546271443367004, 0.16544920206069946, 3.722762266988866e-05];[0.0032835169695317745, 0.0, 0.0, 0.0, 0.5155215859413147];1.388.888.931.274.410
[0.19432595372200012, 0.14754849672317505, -7.151919271564111e-05];[0.0029373629949986935, 0.0, 0.0, 0.0, 0.5190364718437195];1.388.888.931.274.410
[0.1875791996717453, 0.1315731555223465, -1.6623593182885088e-05];[0.0027197804301977158, 0.0, 0.0, 0.0, 0.5179751515388489];1.388.888.931.274.410
[0.16862450540065765, 0.11745774745941162, 2.4921222575358115e-05];[0.002403296995908022, 0.0, 0.0, 0.0, 0.5177778005599976];1.388.888.931.274.410
[0.15931324660778046, 0.11201909184455872, 2.8979155104025267e-05];[0.0022054947912693024, 0.0, 0.0, 0.0, 0.5165634155273438];1.388.888.931.274.410
[0.1498357504606247, 0.11144489049911499, 3.2347103115171194e-05];[0.0019780222792178392, 0.0, 0.0, 0.0, 0.5166188478469849];1.388.888.931.274.410
[0.1498357504606247, 0.11144489049911499, 3.2347103115171194e-05];[0.0019780222792178392, 0.0, 0.0, 0.0, 0.5166188478469849];1.388.888.931.274.410
[0.1221470981836319, 0.09655275195837021, 2.5932526114047505e-05];[0.001621978241018951, 0.0, 0.0, 0.0, 0.5181789398193359];1.388.888.931.274.410
[0.10857781022787094, 0.08775230497121811, -6.24286913080141e-05];[0.001394505612552166, 0.0, 0.0, 0.0, 0.516251266002655];1.388.888.931.274.410
[0.0918273776769638, 0.08420037478208542, -5.416508065536618e-05];[0.0011571430368348956, 0.0, 0.0, 0.0, 0.5157270431518555];1.388.888.931.274.410
[0.06592366099357605, 0.07632366567850113, 7.046716928016394e-05];[0.0008109891205094755, 0.0, 0.0, 0.0, 0.5154373645782471];1.388.888.931.274.410
[0.06592366099357605, 0.07632366567850113, 7.046716928016394e-05];[0.0008109891205094755, 0.0, 0.0, 0.0, 0.5154373645782471];1.388.888.931.274.410
[0.04952260106801987, 0.07358986139297485, -2.1994168491801247e-05];[0.000553846184629947, 0.0, 0.0, 0.0, 0.5144267082214355];1.388.888.931.274.410
[0.033078745007514954, 0.07400593161582947, 5.52012279513292e-05];[0.00020769234106410295, 0.0, 0.0, 0.0, 0.5147268176078796];1.388.888.931.274.410
[0.018664825707674026, 0.06466486304998398, -0.00014478059893008322];[-1.978022191906348e-05, 0.0, 0.0, 0.0, 0.517375648021698];1.388.888.931.274.410
[0.008167562074959278, 0.05091467499732971, 8.273018465843052e-05];[-0.00023736266302876174, 0.0, 0.0, 0.0, 0.5176879167556763];1.388.888.931.274.410
[0.008167562074959278, 0.05091467499732971, 8.273018465843052e-05];[-0.00023736266302876174, 0.0, 0.0, 0.0, 0.5176879167556763];1.388.888.931.274.410
[-0.008186082355678082, 0.036619655787944794, -2.0463703549467027e-05];[-0.0005142858135513961, 0.0, 0.0, 0.0, 0.5175462961196899];1.388.888.931.274.410
[-0.017670324072241783, 0.028451135382056236, 4.443831858225167e-05];[-0.0007120880181901157, 0.0, 0.0, 0.0, 0.5173441171646118];1.388.888.931.274.410
[-0.02540701813995838, 0.02185687981545925, -0.00010713777737691998];[-0.0008802198572084308, 0.0, 0.0, 0.0, 0.5180604457855225];1.388.888.931.274.410
[-0.03125499561429024, 0.0076870396733284, 2.2383537725545466e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5190876722335815];1.388.888.931.274.410
[-0.03125499561429024, 0.0076870396733284, 2.2383537725545466e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5190876722335815];1.388.888.931.274.410
[-0.036080945283174515, -0.0008715203730389476, -0.00013529349234886467];[-0.00122637371532619, 0.0, 0.0, 0.0, 0.5205905437469482];1.388.888.931.274.410
[-0.03791642561554909, -0.010686123743653297, 3.733436096808873e-05];[-0.0013054946903139353, 0.0, 0.0, 0.0, 0.5213623046875];1.388.888.931.274.410
[-0.03979364037513733, -0.020402580499649048, 3.8951409806031734e-05];[-0.0013747254852205515, 0.0, 0.0, 0.0, 0.5219129920005798];1.388.888.931.274.410
[-0.03850867226719856, -0.027585744857788086, 5.932207204750739e-05];[-0.001394505612552166, 0.0, 0.0, 0.0, 0.5224003791809082];1.388.888.931.274.410
[-0.03850867226719856, -0.027585744857788086, 5.932207204750739e-05];[-0.001394505612552166, 0.0, 0.0, 0.0, 0.5224003791809082];1.388.888.931.274.410
[-0.036225419491529465, -0.03272942081093788, -0.00011645318591035903];[-0.0013846155488863587, 0.0, 0.0, 0.0, 0.522384762763977];1.388.888.931.274.410
[-0.037122298032045364, -0.03935135155916214, 0.00012708948634099215];[-0.0013648353051394224, 0.0, 0.0, 0.0, 0.5220619440078735];1.388.888.931.274.410
[-0.037341367453336716, -0.03881284222006798, 4.051586802233942e-05];[-0.0013252748176455498, 0.0, 0.0, 0.0, 0.521348237991333];1.388.888.931.274.410
[-0.03912625089287758, -0.03637451305985451, -5.202111788094044e-05];[-0.001285714446566999, 0.0, 0.0, 0.0, 0.5206850171089172];1.388.888.931.274.410
[-0.03912625089287758, -0.03637451305985451, -5.202111788094044e-05];[-0.001285714446566999, 0.0, 0.0, 0.0, 0.5206850171089172];1.388.888.931.274.410
[-0.04516241326928139, -0.03446995094418526, 5.017665898776613e-05];[-0.001285714446566999, 0.0, 0.0, 0.0, 0.52010577917099];1.388.888.931.274.410
[-0.05057021230459213, -0.03238041698932648, -0.00012469614739529788];[-0.001285714446566999, 0.0, 0.0, 0.0, 0.5200464129447937];1.388.888.931.274.410
[-0.058221299201250076, -0.03274407237768173, 1.0380431376688648e-05];[-0.0013252748176455498, 0.0, 0.0, 0.0, 0.5201171636581421];1.388.888.931.274.410
[-0.06629883497953415, -0.034397903829813004, 9.68578206084203e-06];[-0.0013648353051394224, 0.0, 0.0, 0.0, 0.520638108253479];1.388.888.931.274.410
[-0.07141456753015518, -0.03875743970274925, -5.388571025832789e-06];[-0.0014241760363802314, 0.0, 0.0, 0.0, 0.5212380886077881];1.388.888.931.274.410
[-0.07141456753015518, -0.03875743970274925, -5.388571025832789e-06];[-0.0014241760363802314, 0.0, 0.0, 0.0, 0.5212380886077881];1.388.888.931.274.410
[-0.0727209523320198, -0.04301982745528221, 7.190712494775653e-05];[-0.0014538462273776531, 0.0, 0.0, 0.0, 0.5217461585998535];1.388.888.931.274.410
[-0.07284463196992874, -0.04670359566807747, 2.940385638794396e-05];[-0.0014736264711245894, 0.0, 0.0, 0.0, 0.5218088030815125];1.388.888.931.274.410
[-0.07176493108272552, -0.04834464192390442, -2.0840401703026146e-05];[-0.0014736264711245894, 0.0, 0.0, 0.0, 0.5216467380523682];1.388.888.931.274.410
[-0.07004185020923615, -0.048109132796525955, -0.00011385676043573767];[-0.0014538462273776531, 0.0, 0.0, 0.0, 0.5212132930755615];1.388.888.931.274.410
[-0.07004185020923615, -0.048109132796525955, -0.00011385676043573767];[-0.0014538462273776531, 0.0, 0.0, 0.0, 0.5212132930755615];1.388.888.931.274.410
[-0.06883245706558228, -0.04504203423857689, 1.2474310096877161e-05];[-0.0014142858562991023, 0.0, 0.0, 0.0, 0.5205961465835571];1.388.888.931.274.410
[-0.06598512828350067, -0.03953348472714424, -3.70213710993994e-05];[-0.001345055061392486, 0.0, 0.0, 0.0, 0.5195377469062805];1.388.888.931.274.410
[-0.068959541618824, -0.034307315945625305, 2.506189230189193e-05];[-0.0013252748176455498, 0.0, 0.0, 0.0, 0.5187408924102783];1.388.888.931.274.410
[-0.07166191935539246, -0.02944956161081791, 3.7254660128382966e-05];[-0.0013054946903139353, 0.0, 0.0, 0.0, 0.5187017917633057];1.388.888.931.274.410
[-0.07166191935539246, -0.02944956161081791, 3.7254660128382966e-05];[-0.0013054946903139353, 0.0, 0.0, 0.0, 0.5187017917633057];1.388.888.931.274.410
[-0.07142022997140884, -0.025250572711229324, -0.00020695701823569834];[-0.0012659342028200626, 0.0, 0.0, 0.0, 0.5188901424407959];1.388.888.931.274.410
[-0.07466007769107819, -0.023315349593758583, -3.567114981706254e-05];[-0.0012461539590731263, 0.0, 0.0, 0.0, 0.5189397931098938];1.388.888.931.274.410
[-0.07085767388343811, -0.02150844782590866, 7.083101536409231e-06];[-0.0011868132278323174, 0.0, 0.0, 0.0, 0.5192964673042297];1.388.888.931.274.410
[-0.07106951624155045, -0.02321075089275837, 4.826276926905848e-05];[-0.001176923280581832, 0.0, 0.0, 0.0, 0.5198080539703369];1.388.888.931.274.410
[-0.07106951624155045, -0.02321075089275837, 4.826276926905848e-05];[-0.001176923280581832, 0.0, 0.0, 0.0, 0.5198080539703369];1.388.888.931.274.410
[-0.06951143592596054, -0.025257058441638947, -0.00011406277189962566];[-0.0011571430368348956, 0.0, 0.0, 0.0, 0.5201895236968994];1.388.888.931.274.410
[-0.06595132499933243, -0.02693875879049301, -1.416598661307944e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5203312039375305];1.388.888.931.274.410
[-0.06644593924283981, -0.029180878773331642, 0.00018047574849333614];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5201857089996338];1.388.888.931.274.410
[-0.06523776799440384, -0.031362246721982956, 3.007156465173466e-06];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5203817486763];1.388.888.931.274.410
[-0.06523776799440384, -0.031362246721982956, 3.007156465173466e-06];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5203817486763];1.388.888.931.274.410
[-0.06536436080932617, -0.03213711082935333, 1.090058412955841e-05];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5203044414520264];1.388.888.931.274.410
[-0.0653507336974144, -0.03259114921092987, -6.336704245768487e-05];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5203665494918823];1.388.888.931.274.410
[-0.06513014435768127, -0.03279371187090874, 5.8571462432155386e-05];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5203283429145813];1.388.888.931.274.410
[-0.06503976881504059, -0.03263813629746437, 1.9349194189999253e-05];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5202530026435852];1.388.888.931.274.410
[-0.06662708520889282, -0.03296966105699539, -4.1262759623350576e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.520175576210022];1.388.888.931.274.410
[-0.06662708520889282, -0.03296966105699539, -4.1262759623350576e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.520175576210022];1.388.888.931.274.410
[-0.06848471611738205, -0.03379208594560623, 7.311066292459145e-05];[-0.0011571430368348956, 0.0, 0.0, 0.0, 0.5202822685241699];1.388.888.931.274.410
[-0.07166340947151184, -0.03565089777112007, -3.55206175299827e-05];[-0.0012065934715792537, 0.0, 0.0, 0.0, 0.5205532908439636];1.388.888.931.274.410
[-0.07643619179725647, -0.03941002115607262, 0.00013952139124739915];[-0.001285714446566999, 0.0, 0.0, 0.0, 0.5207037329673767];1.388.888.931.274.410
[-0.08964239060878754, -0.04727774113416672, -0.00011333765723975375];[-0.0014736264711245894, 0.0, 0.0, 0.0, 0.5211943984031677];1.388.888.931.274.410
[-0.08964239060878754, -0.04727774113416672, -0.00011333765723975375];[-0.0014736264711245894, 0.0, 0.0, 0.0, 0.5211943984031677];1.388.888.931.274.410
[-0.09430817514657974, -0.053914569318294525, 8.674775017425418e-06];[-0.0016021979972720146, 0.0, 0.0, 0.0, 0.522571861743927];1.388.888.931.274.410
[-0.09905366599559784, -0.06321579217910767, -1.6578556824242696e-05];[-0.0017505496507510543, 0.0, 0.0, 0.0, 0.5230034589767456];1.388.888.931.274.410
[-0.09978283941745758, -0.07475615292787552, 0.00010774286783998832];[-0.001958241919055581, 0.0, 0.0, 0.0, 0.5233790278434753];1.388.888.931.274.410
[-0.10279378294944763, -0.08051897585391998, -0.00019927484390791506];[-0.00206703320145607, 0.0, 0.0, 0.0, 0.5240797996520996];1.388.888.931.274.410
[-0.10279378294944763, -0.08051897585391998, -0.00019927484390791506];[-0.00206703320145607, 0.0, 0.0, 0.0, 0.5240797996520996];1.388.888.931.274.410
[-0.10937942564487457, -0.08515767008066177, 0.00020143324218224734];[-0.0022054947912693024, 0.0, 0.0, 0.0, 0.5221624374389648];1.388.888.931.274.410
[-0.10968447476625443, -0.08108048141002655, -2.2365435143001378e-05];[-0.002245055278763175, 0.0, 0.0, 0.0, 0.5219560861587524];1.388.888.931.274.410
[-0.11148558557033539, -0.07691026479005814, -0.00010781214950839058];[-0.0022846157662570477, 0.0, 0.0, 0.0, 0.520835280418396];1.388.888.931.274.410
[-0.11094678938388824, -0.06932578235864639, 4.38307506556157e-05];[-0.0022747255861759186, 0.0, 0.0, 0.0, 0.5199883580207825];1.388.888.931.274.410
[-0.11094678938388824, -0.06932578235864639, 4.38307506556157e-05];[-0.0022747255861759186, 0.0, 0.0, 0.0, 0.5199883580207825];1.388.888.931.274.410
[-0.1142069548368454, -0.054273590445518494, -0.00015105966303963214];[-0.002245055278763175, 0.0, 0.0, 0.0, 0.51899254322052];1.388.888.931.274.410
[-0.11409853398799896, -0.04775010794401169, 6.033192403265275e-05];[-0.0022054947912693024, 0.0, 0.0, 0.0, 0.5182713270187378];1.388.888.931.274.410
[-0.11128965765237808, -0.040742456912994385, 0.00013966586266178638];[-0.002126373816281557, 0.0, 0.0, 0.0, 0.5181396007537842];1.388.888.931.274.410
[-0.11271296441555023, -0.03641241416335106, 2.2135254766908474e-05];[-0.002086813561618328, 0.0, 0.0, 0.0, 0.5179568529129028];1.388.888.931.274.410
[-0.11355899274349213, -0.033907268196344376, -0.00018664944218471646];[-0.0020472530741244555, 0.0, 0.0, 0.0, 0.5184537768363953];1.388.888.931.274.410
[-0.11355899274349213, -0.033907268196344376, -0.00018664944218471646];[-0.0020472530741244555, 0.0, 0.0, 0.0, 0.5184537768363953];1.388.888.931.274.410
[-0.11381568014621735, -0.03448193520307541, 0.00017345065134577453];[-0.002017582766711712, 0.0, 0.0, 0.0, 0.5190264582633972];1.388.888.931.274.410
[-0.11502224951982498, -0.04113887622952461, -0.0001851751731010154];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5196353197097778];1.388.888.931.274.410
[-0.11562373489141464, -0.04436905309557915, 5.264078208710998e-05];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5202058553695679];1.388.888.931.274.410
[-0.11509975045919418, -0.04897762089967728, -1.4968624782341067e-05];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5212925672531128];1.388.888.931.274.410
[-0.11509975045919418, -0.04897762089967728, -1.4968624782341067e-05];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5212925672531128];1.388.888.931.274.410
[-0.11530034244060516, -0.055120889097452164, 7.129455480026081e-05];[-0.002017582766711712, 0.0, 0.0, 0.0, 0.5215398669242859];1.388.888.931.274.410
[-0.11353011429309845, -0.05968048423528671, 5.273096030578017e-05];[-0.002017582766711712, 0.0, 0.0, 0.0, 0.5217621922492981];1.388.888.931.274.410
[-0.11231201887130737, -0.06285296380519867, -4.457629256648943e-05];[-0.002017582766711712, 0.0, 0.0, 0.0, 0.5215950012207031];1.388.888.931.274.410
[-0.11048217117786407, -0.06359859555959702, -0.00015276057820301503];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5212896466255188];1.388.888.931.274.410
[-0.11048217117786407, -0.06359859555959702, -0.00015276057820301503];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5212896466255188];1.388.888.931.274.410
[-0.11095382273197174, -0.06316890567541122, 0.00013449254038278013];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5207871198654175];1.388.888.931.274.410
[-0.11214066296815872, -0.06094229593873024, -6.986905646044761e-05];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5201230645179749];1.388.888.931.274.410
[-0.1137399971485138, -0.05766553059220314, -3.4398966818116605e-05];[-0.0019978024065494537, 0.0, 0.0, 0.0, 0.5198420882225037];1.388.888.931.274.410
[-0.11859988421201706, -0.05638425424695015, 0.0001264800230273977];[-0.0020373628940433264, 0.0, 0.0, 0.0, 0.5196770429611206];1.388.888.931.274.410
[-0.11859988421201706, -0.05638425424695015, 0.0001264800230273977];[-0.0020373628940433264, 0.0, 0.0, 0.0, 0.5196770429611206];1.388.888.931.274.410
[-0.11969554424285889, -0.05454426631331444, -0.00014155797543935478];[-0.0020472530741244555, 0.0, 0.0, 0.0, 0.5200079679489136];1.388.888.931.274.410
[-0.12033812701702118, -0.054124392569065094, -1.260102271771757e-05];[-0.00206703320145607, 0.0, 0.0, 0.0, 0.5200510621070862];1.388.888.931.274.410
[-0.12157247960567474, -0.054611023515462875, 8.030442404560745e-05];[-0.002086813561618328, 0.0, 0.0, 0.0, 0.5201995372772217];1.388.888.931.274.410
[-0.12064133584499359, -0.05492682009935379, -0.00017095010844059289];[-0.002086813561618328, 0.0, 0.0, 0.0, 0.520341157913208];1.388.888.931.274.410
[-0.12064133584499359, -0.05492682009935379, -0.00017095010844059289];[-0.002086813561618328, 0.0, 0.0, 0.0, 0.520341157913208];1.388.888.931.274.410
[-0.12159275263547897, -0.05615311115980148, 8.808510756352916e-05];[-0.0021065936889499426, 0.0, 0.0, 0.0, 0.5202887654304504];1.388.888.931.274.410
[-0.12083783745765686, -0.05625246465206146, -1.3922817743150517e-05];[-0.0021065936889499426, 0.0, 0.0, 0.0, 0.5204206109046936];1.388.888.931.274.410
[-0.12032511830329895, -0.05660625547170639, 3.0510407668771222e-05];[-0.0021065936889499426, 0.0, 0.0, 0.0, 0.5203359127044678];1.388.888.931.274.410
[-0.1217379942536354, -0.05727098882198334, -1.0824976016010623e-05];[-0.002126373816281557, 0.0, 0.0, 0.0, 0.5202645063400269];1.388.888.931.274.410
[-0.12314821034669876, -0.05773904174566269, 2.663040504558012e-05];[-0.0021461539436131716, 0.0, 0.0, 0.0, 0.5203396081924438];1.388.888.931.274.410
[-0.12314821034669876, -0.05773904174566269, 2.663040504558012e-05];[-0.0021461539436131716, 0.0, 0.0, 0.0, 0.5203396081924438];1.388.888.931.274.410
[-0.12591876089572906, -0.05931275710463524, 5.254107691143872e-06];[-0.0021857144311070442, 0.0, 0.0, 0.0, 0.5204497575759888];1.388.888.931.274.410
[-0.1255943924188614, -0.05990565940737724, 9.755486098583788e-05];[-0.0021956046111881733, 0.0, 0.0, 0.0, 0.520719051361084];1.388.888.931.274.410
[-0.12606970965862274, -0.061347175389528275, -0.0001221369457198307];[-0.002215384738519788, 0.0, 0.0, 0.0, 0.5206462144851685];1.388.888.931.274.410
