Carla Interface.agents.Ego Vehicle_1.accelerations;Carla Interface.agents.Ego Vehicle_1.applied_input;Carla Interface.agents.Ego Vehicle_1.cruise_control_speed
[-0.6289665102958679, 0.6312108039855957, -2.999379466928076e-05];[-0.014854946173727512, 0.0, 0.0, 0.0, 0.5226965546607971];1.388.888.931.274.410
[-0.6281597018241882, 0.635968804359436, -9.009806490212213e-06];[-0.014864836819469929, 0.0, 0.0, 0.0, 0.5225797295570374];1.388.888.931.274.410
[-0.6259393095970154, 0.6400078535079956, 7.055725291138515e-06];[-0.01484505645930767, 0.0, 0.0, 0.0, 0.5216732621192932];1.388.888.931.274.410
[-0.6259393095970154, 0.6400078535079956, 7.055725291138515e-06];[-0.01484505645930767, 0.0, 0.0, 0.0, 0.5216732621192932];1.388.888.931.274.410
[-0.619928777217865, 0.6419156789779663, 0.00011519083636812866];[-0.014765935949981213, 0.0, 0.0, 0.0, 0.5213929414749146];1.388.888.931.274.410
[-0.616152286529541, 0.6465160250663757, -7.290175562957302e-05];[-0.014706594869494438, 0.0, 0.0, 0.0, 0.5208272337913513];1.388.888.931.274.410
[-0.6137222051620483, 0.6519608497619629, 5.990575300529599e-05];[-0.01465714443475008, 0.0, 0.0, 0.0, 0.5207723379135132];1.388.888.931.274.410
[-0.6113296747207642, 0.6550081372261047, -0.00010075652971863747];[-0.014587913639843464, 0.0, 0.0, 0.0, 0.5210151076316833];1.388.888.931.274.410
[-0.6113296747207642, 0.6550081372261047, -0.00010075652971863747];[-0.014587913639843464, 0.0, 0.0, 0.0, 0.5210151076316833];1.388.888.931.274.410
[-0.6147153973579407, 0.6649103760719299, 4.4566240831045434e-05];[-0.014548352919518948, 0.0, 0.0, 0.0, 0.5211740732192993];1.388.888.931.274.410
[-0.6155757904052734, 0.6652319431304932, -6.142947313492186e-06];[-0.01449890248477459, 0.0, 0.0, 0.0, 0.5224186182022095];1.388.888.931.274.410
[-0.6201159954071045, 0.6656908988952637, -4.1766772483242676e-05];[-0.014479122124612331, 0.0, 0.0, 0.0, 0.5225957036018372];1.388.888.931.274.410
[-0.6222103834152222, 0.6647371053695679, 9.795005462365225e-05];[-0.01443956233561039, 0.0, 0.0, 0.0, 0.5228878259658813];1.388.888.931.274.410
[-0.6222103834152222, 0.6647371053695679, 9.795005462365225e-05];[-0.01443956233561039, 0.0, 0.0, 0.0, 0.5228878259658813];1.388.888.931.274.410
[-0.6217981576919556, 0.6620692610740662, 7.555642514489591e-05];[-0.014370331540703773, 0.0, 0.0, 0.0, 0.5227919816970825];1.388.888.931.274.410
[-0.622646689414978, 0.6663892865180969, 5.66409325983841e-05];[-0.014320881105959415, 0.0, 0.0, 0.0, 0.5223050117492676];1.388.888.931.274.410
[-0.6193830370903015, 0.665917158126831, -6.833925726823509e-05];[-0.014261540025472641, 0.0, 0.0, 0.0, 0.5219815373420715];1.388.888.931.274.410
[-0.613086462020874, 0.6633976101875305, 4.383707619126653e-06];[-0.014162639155983925, 0.0, 0.0, 0.0, 0.5215986967086792];1.388.888.931.274.410
[-0.613086462020874, 0.6633976101875305, 4.383707619126653e-06];[-0.014162639155983925, 0.0, 0.0, 0.0, 0.5215986967086792];1.388.888.931.274.410
[-0.6067450046539307, 0.6632238030433655, 1.4781553545617498e-05];[-0.01407362800091505, 0.0, 0.0, 0.0, 0.520780622959137];1.388.888.931.274.410
[-0.5965597033500671, 0.6607987880706787, 1.895491664072324e-06];[-0.013935166411101818, 0.0, 0.0, 0.0, 0.5202479362487793];1.388.888.931.274.410
[-0.588331937789917, 0.6614596843719482, -6.576229498023167e-05];[-0.013826374895870686, 0.0, 0.0, 0.0, 0.5194461345672607];1.388.888.931.274.410
[-0.5777671337127686, 0.6679721474647522, 1.888976476038806e-05];[-0.013687913306057453, 0.0, 0.0, 0.0, 0.5191794037818909];1.388.888.931.274.410
[-0.5777671337127686, 0.6679721474647522, 1.888976476038806e-05];[-0.013687913306057453, 0.0, 0.0, 0.0, 0.5191794037818909];1.388.888.931.274.410
[-0.565280556678772, 0.6583766341209412, -6.113152267062105e-06];[-0.013480220921337605, 0.0, 0.0, 0.0, 0.5199421644210815];1.388.888.931.274.410
[-0.5578920245170593, 0.6527487635612488, -4.417132004164159e-05];[-0.013321979902684689, 0.0, 0.0, 0.0, 0.5190250277519226];1.388.888.931.274.410
[-0.542118489742279, 0.640685498714447, 6.43900639261119e-05];[-0.013045056723058224, 0.0, 0.0, 0.0, 0.5187458395957947];1.388.888.931.274.410
[-0.5321571826934814, 0.6373959183692932, -6.434832812374225e-06];[-0.012857143767178059, 0.0, 0.0, 0.0, 0.5175217390060425];1.388.888.931.274.410
[-0.5321571826934814, 0.6373959183692932, -6.434832812374225e-06];[-0.012857143767178059, 0.0, 0.0, 0.0, 0.5175217390060425];1.388.888.931.274.410
[-0.5182211995124817, 0.6315182447433472, 5.7452989494777285e-06];[-0.01261978130787611, 0.0, 0.0, 0.0, 0.5174834132194519];1.388.888.931.274.410
[-0.49975883960723877, 0.6232735514640808, 3.478429061942734e-05];[-0.012263737618923187, 0.0, 0.0, 0.0, 0.5171851515769958];1.388.888.931.274.410
[-0.488567978143692, 0.6144406795501709, -0.00010970556468237191];[-0.012016484513878822, 0.0, 0.0, 0.0, 0.5177897810935974];1.388.888.931.274.410
[-0.4779011607170105, 0.6030727028846741, -5.0162830120825674e-06];[-0.011749451979994774, 0.0, 0.0, 0.0, 0.5176584124565125];1.388.888.931.274.410
[-0.46022266149520874, 0.5845004320144653, 0.00014409750292543322];[-0.011363738216459751, 0.0, 0.0, 0.0, 0.5174164175987244];1.388.888.931.274.410
[-0.46022266149520874, 0.5845004320144653, 0.00014409750292543322];[-0.011363738216459751, 0.0, 0.0, 0.0, 0.5174164175987244];1.388.888.931.274.410
[-0.4495757520198822, 0.577096164226532, -6.126429798314348e-05];[-0.011096704751253128, 0.0, 0.0, 0.0, 0.516171932220459];1.388.888.931.274.410
[-0.4369787573814392, 0.5701963305473328, 2.1572783225565217e-05];[-0.010829671286046505, 0.0, 0.0, 0.0, 0.5162298083305359];1.388.888.931.274.410
[-0.4245359003543854, 0.5635099411010742, -0.00012382490967866033];[-0.010424177162349224, 0.0, 0.0, 0.0, 0.5164441466331482];1.388.888.931.274.410
[-0.4094182550907135, 0.549892246723175, 0.00014024865231476724];[-0.010127473622560501, 0.0, 0.0, 0.0, 0.5154300928115845];1.388.888.931.274.410
[-0.4094182550907135, 0.549892246723175, 0.00014024865231476724];[-0.010127473622560501, 0.0, 0.0, 0.0, 0.5154300928115845];1.388.888.931.274.410
[-0.39574000239372253, 0.5350294709205627, 4.5025593863101676e-05];[-0.009820880368351936, 0.0, 0.0, 0.0, 0.5179799199104309];1.388.888.931.274.410
[-0.37554290890693665, 0.5038919448852539, -0.0001329200022155419];[-0.009326375089585781, 0.0, 0.0, 0.0, 0.5176334977149963];1.388.888.931.274.410
[-0.35843712091445923, 0.4846167266368866, 0.00018294696928933263];[-0.008910990320146084, 0.0, 0.0, 0.0, 0.5154038071632385];1.388.888.931.274.410
[-0.3198079764842987, 0.45053181052207947, -8.277755841845647e-05];[-0.00820879265666008, 0.0, 0.0, 0.0, 0.5142801403999329];1.388.888.931.274.410
[-0.3198079764842987, 0.45053181052207947, -8.277755841845647e-05];[-0.00820879265666008, 0.0, 0.0, 0.0, 0.5142801403999329];1.388.888.931.274.410
[-0.2917863130569458, 0.45817649364471436, 3.556010778993368e-05];[-0.007645056117326021, 0.0, 0.0, 0.0, 0.5110064148902893];1.388.888.931.274.410
[-0.2917863130569458, 0.45817649364471436, 3.556010778993368e-05];[-0.007645056117326021, 0.0, 0.0, 0.0, 0.5110064148902893];1.388.888.931.274.410
[-0.20331189036369324, 0.3597034513950348, -1.2348266853479117e-10];[-0.00600329739972949, 0.0, 0.0, 0.0, 0.5145198106765747];1.388.888.931.274.410
[-0.17817559838294983, 0.35162484645843506, 1.6778540157247335e-05];[-0.005281318910419941, 0.0, 0.0, 0.0, 0.5054593682289124];1.388.888.931.274.410
[-0.17817559838294983, 0.35162484645843506, 1.6778540157247335e-05];[-0.005281318910419941, 0.0, 0.0, 0.0, 0.5054593682289124];1.388.888.931.274.410
[-0.11512169986963272, 0.31888681650161743, -2.0445331756491214e-05];[-0.004173627123236656, 0.0, 0.0, 0.0, 0.5082774758338928];1.388.888.931.274.410
[-0.09197235852479935, 0.29854902625083923, 3.8235671127040405e-06];[-0.0034318685065954924, 0.0, 0.0, 0.0, 0.5085355639457703];1.388.888.931.274.410
[-0.09197235852479935, 0.29854902625083923, 3.8235671127040405e-06];[-0.0034318685065954924, 0.0, 0.0, 0.0, 0.5085355639457703];1.388.888.931.274.410
[-0.010813353583216667, 0.19279488921165466, -5.766643153037876e-05];[-0.001621978241018951, 0.0, 0.0, 0.0, 0.512084424495697];1.388.888.931.274.410
[-0.010813353583216667, 0.19279488921165466, -5.766643153037876e-05];[-0.001621978241018951, 0.0, 0.0, 0.0, 0.512084424495697];1.388.888.931.274.410
[-0.0010317242704331875, 0.18055175244808197, 1.776713179424405e-05];[-0.0009098901646211743, 0.0, 0.0, 0.0, 0.5059292316436768];1.388.888.931.274.410
[0.022181080654263496, 0.1641007363796234, -8.69218183652265e-06];[-0.00021758243383374065, 0.0, 0.0, 0.0, 0.510459840297699];1.388.888.931.274.410
[0.022181080654263496, 0.1641007363796234, -8.69218183652265e-06];[-0.00021758243383374065, 0.0, 0.0, 0.0, 0.510459840297699];1.388.888.931.274.410
[0.08784202486276627, 0.05550188943743706, 8.774836169322953e-05];[0.0014538462273776531, 0.0, 0.0, 0.0, 0.515235424041748];1.388.888.931.274.410
[0.08784202486276627, 0.05550188943743706, 8.774836169322953e-05];[0.0014538462273776531, 0.0, 0.0, 0.0, 0.515235424041748];1.388.888.931.274.410
[0.08401957899332047, 0.026161957532167435, -1.593340675754007e-05];[0.002126373816281557, 0.0, 0.0, 0.0, 0.5141832828521729];1.388.888.931.274.410
[0.11463786661624908, -0.031355902552604675, -5.206481000641361e-05];[0.0031450551468878984, 0.0, 0.0, 0.0, 0.5165936350822449];1.388.888.931.274.410
[0.11378749459981918, -0.07373199611902237, 5.200461237109266e-05];[0.003807692788541317, 0.0, 0.0, 0.0, 0.5230407118797302];1.388.888.931.274.410
[0.11378749459981918, -0.07373199611902237, 5.200461237109266e-05];[0.003807692788541317, 0.0, 0.0, 0.0, 0.5230407118797302];1.388.888.931.274.410
[0.11378749459981918, -0.07373199611902237, 5.200461237109266e-05];[0.003807692788541317, 0.0, 0.0, 0.0, 0.5230407118797302];1.388.888.931.274.410
[0.16647446155548096, -0.19829249382019043, -2.508741818019189e-05];[0.005469231400638819, 0.0, 0.0, 0.0, 0.5266648530960083];1.388.888.931.274.410
[0.15317058563232422, -0.27144116163253784, -4.9812068027677014e-05];[0.0064087919890880585, 0.0, 0.0, 0.0, 0.5389342308044434];1.388.888.931.274.410
[0.11447509378194809, -0.3335190415382385, 4.7682147851446643e-05];[0.007002198603004217, 0.0, 0.0, 0.0, 0.5412671566009521];1.388.888.931.274.410
[0.11447509378194809, -0.3335190415382385, 4.7682147851446643e-05];[0.007002198603004217, 0.0, 0.0, 0.0, 0.5412671566009521];1.388.888.931.274.410
[0.11447509378194809, -0.3335190415382385, 4.7682147851446643e-05];[0.007002198603004217, 0.0, 0.0, 0.0, 0.5412671566009521];1.388.888.931.274.410
[0.10779283195734024, -0.382645845413208, -5.327282633516006e-05];[0.007585715036839247, 0.0, 0.0, 0.0, 0.5388678908348083];1.388.888.931.274.410
[0.17536012828350067, -0.466347336769104, 6.846526957815513e-05];[0.008930769748985767, 0.0, 0.0, 0.0, 0.5351107716560364];1.388.888.931.274.410
[0.19232264161109924, -0.47653117775917053, -7.434905000991421e-06];[0.009425275959074497, 0.0, 0.0, 0.0, 0.5367218852043152];1.388.888.931.274.410
[0.23223404586315155, -0.5018495917320251, -4.7437406465178356e-05];[0.010097803547978401, 0.0, 0.0, 0.0, 0.5300999879837036];1.388.888.931.274.410
[0.23223404586315155, -0.5018495917320251, -4.7437406465178356e-05];[0.010097803547978401, 0.0, 0.0, 0.0, 0.5300999879837036];1.388.888.931.274.410
[0.23223404586315155, -0.5018495917320251, -4.7437406465178356e-05];[0.010097803547978401, 0.0, 0.0, 0.0, 0.5300999879837036];1.388.888.931.274.410
[0.3145008981227875, -0.5432055592536926, -1.4497141819447279e-05];[0.011195605620741844, 0.0, 0.0, 0.0, 0.5264785885810852];1.388.888.931.274.410
[0.3447706997394562, -0.5385544300079346, 4.051086580147967e-05];[0.011610990390181541, 0.0, 0.0, 0.0, 0.5281203985214233];1.388.888.931.274.410
[0.3720773458480835, -0.5446637272834778, -3.534403003868647e-05];[0.011986814439296722, 0.0, 0.0, 0.0, 0.5247446298599243];1.388.888.931.274.410
[0.3720773458480835, -0.5446637272834778, -3.534403003868647e-05];[0.011986814439296722, 0.0, 0.0, 0.0, 0.5247446298599243];1.388.888.931.274.410
[0.41556787490844727, -0.5597358345985413, 2.7988775400444865e-05];[0.01249120943248272, 0.0, 0.0, 0.0, 0.5230801105499268];1.388.888.931.274.410
[0.41556787490844727, -0.5597358345985413, 2.7988775400444865e-05];[0.01249120943248272, 0.0, 0.0, 0.0, 0.5230801105499268];1.388.888.931.274.410
[0.45835474133491516, -0.5846516489982605, -2.0850471628364176e-05];[0.013074726797640324, 0.0, 0.0, 0.0, 0.5241353511810303];1.388.888.931.274.410
[0.46911516785621643, -0.6024329662322998, -9.572188719175756e-05];[0.013420880772173405, 0.0, 0.0, 0.0, 0.5267496109008789];1.388.888.931.274.410
[0.47719985246658325, -0.6188403964042664, 0.00010579348600003868];[0.013608792796730995, 0.0, 0.0, 0.0, 0.5280054211616516];1.388.888.931.274.410
[0.47719985246658325, -0.6188403964042664, 0.00010579348600003868];[0.013608792796730995, 0.0, 0.0, 0.0, 0.5280054211616516];1.388.888.931.274.410
[0.48839592933654785, -0.6364979147911072, -4.1278221033280715e-05];[0.013826374895870686, 0.0, 0.0, 0.0, 0.526252031326294];1.388.888.931.274.410
[0.4948846399784088, -0.6407976150512695, -1.3719206435780507e-05];[0.013905496336519718, 0.0, 0.0, 0.0, 0.5265080332756042];1.388.888.931.274.410
[0.5011731386184692, -0.6439999938011169, 1.4494830793410074e-05];[0.013954946771264076, 0.0, 0.0, 0.0, 0.5254920125007629];1.388.888.931.274.410
[0.5097599029541016, -0.644710898399353, 4.353592521511018e-05];[0.013984616845846176, 0.0, 0.0, 0.0, 0.5243908762931824];1.388.888.931.274.410
[0.5097599029541016, -0.644710898399353, 4.353592521511018e-05];[0.013984616845846176, 0.0, 0.0, 0.0, 0.5243908762931824];1.388.888.931.274.410
[0.5587435364723206, -0.6572903990745544, 0.131409153342247];[0.013964836485683918, 0.0, 0.0, 0.0, 0.5233472585678101];1.388.888.931.274.410
[0.5140951871871948, -0.6245083212852478, -0.03684459999203682];[0.013935166411101818, 0.0, 0.0, 0.0, 0.522308349609375];1.388.888.931.274.410
[0.5332425832748413, -0.6236146092414856, -0.027137938886880875];[0.013846155256032944, 0.0, 0.0, 0.0, 0.5189272165298462];1.388.888.931.274.410
[0.5521547794342041, -0.6188338994979858, -0.019416267052292824];[0.013776924461126328, 0.0, 0.0, 0.0, 0.5194345712661743];1.388.888.931.274.410
[0.5521547794342041, -0.6188338994979858, -0.019416267052292824];[0.013776924461126328, 0.0, 0.0, 0.0, 0.5194345712661743];1.388.888.931.274.410
[0.5589617490768433, -0.6122614145278931, -0.014516792260110378];[0.013638462871313095, 0.0, 0.0, 0.0, 0.5201908946037292];1.388.888.931.274.410
[0.5624718070030212, -0.6097302436828613, -0.010262671858072281];[0.01351978164166212, 0.0, 0.0, 0.0, 0.5203120708465576];1.388.888.931.274.410
[0.5680366158485413, -0.6104903817176819, -0.005354210268706083];[0.013341760262846947, 0.0, 0.0, 0.0, 0.5206281542778015];1.388.888.931.274.410
[0.5514114499092102, -0.5905347466468811, -0.0038647050969302654];[0.012975825928151608, 0.0, 0.0, 0.0, 0.5203122496604919];1.388.888.931.274.410
[0.5514114499092102, -0.5905347466468811, -0.0038647050969302654];[0.012975825928151608, 0.0, 0.0, 0.0, 0.5203122496604919];1.388.888.931.274.410
[0.5392839908599854, -0.5729865431785583, -0.002728579565882683];[0.01261978130787611, 0.0, 0.0, 0.0, 0.5193616151809692];1.388.888.931.274.410
[0.5265735983848572, -0.549447774887085, -0.0019307719776406884];[0.01218461710959673, 0.0, 0.0, 0.0, 0.5176178812980652];1.388.888.931.274.410
[0.49354320764541626, -0.497470498085022, -0.0013668936444446445];[0.011343957856297493, 0.0, 0.0, 0.0, 0.515593945980072];1.388.888.931.274.410
[0.4789227545261383, -0.45377665758132935, -0.0008392747258767486];[0.010612089186906815, 0.0, 0.0, 0.0, 0.5104463696479797];1.388.888.931.274.410
[0.4789227545261383, -0.45377665758132935, -0.0008392747258767486];[0.010612089186906815, 0.0, 0.0, 0.0, 0.5104463696479797];1.388.888.931.274.410
[0.48620474338531494, -0.3851757347583771, -0.00035526385181583464];[0.009365935809910297, 0.0, 0.0, 0.0, 0.507849395275116];1.388.888.931.274.410
[0.45636218786239624, -0.33355608582496643, -0.0002929797919932753];[0.008456045761704445, 0.0, 0.0, 0.0, 0.5094621777534485];1.388.888.931.274.410
[0.4215477406978607, -0.2854100167751312, -1.0479919183126185e-05];[0.007486814167350531, 0.0, 0.0, 0.0, 0.5074841976165771];1.388.888.931.274.410
[0.3569994866847992, -0.19938598573207855, -2.5491838187008398e-06];[0.005953846964985132, 0.0, 0.0, 0.0, 0.505699634552002];1.388.888.931.274.410
[0.33703044056892395, -0.14931036531925201, -4.328055729274638e-05];[0.004895604681223631, 0.0, 0.0, 0.0, 0.4999113380908966];1.388.888.931.274.410
[0.33703044056892395, -0.14931036531925201, -4.328055729274638e-05];[0.004895604681223631, 0.0, 0.0, 0.0, 0.4999113380908966];1.388.888.931.274.410
[0.3574331998825073, -0.11661306768655777, -5.786648671346484e-06];[0.003797802608460188, 0.0, 0.0, 0.0, 0.5008158087730408];1.388.888.931.274.410
[0.2719179093837738, -0.014667770825326443, -2.6036072085844353e-05];[0.00206703320145607, 0.0, 0.0, 0.0, 0.5020005702972412];1.388.888.931.274.410
[0.22059760987758636, 0.029278013855218887, 6.496504647657275e-05];[0.0008703297353349626, 0.0, 0.0, 0.0, 0.5085570812225342];1.388.888.931.274.410
[0.1586284190416336, 0.06335661560297012, 0.00011326589446980506];[-0.0003461538872215897, 0.0, 0.0, 0.0, 0.5097225904464722];1.388.888.931.274.410
[0.1586284190416336, 0.06335661560297012, 0.00011326589446980506];[-0.0003461538872215897, 0.0, 0.0, 0.0, 0.5097225904464722];1.388.888.931.274.410
[0.06325554102659225, 0.1404162049293518, 0.00013840154861100018];[-0.0021461539436131716, 0.0, 0.0, 0.0, 0.5098366737365723];1.388.888.931.274.410
[0.00984528474509716, 0.17437833547592163, 4.108906796318479e-05];[-0.0034219783265143633, 0.0, 0.0, 0.0, 0.5129214525222778];1.388.888.931.274.410
[-0.09264738112688065, 0.24723690748214722, -5.538228651857935e-05];[-0.005330769810825586, 0.0, 0.0, 0.0, 0.5193153023719788];1.388.888.931.274.410
[-0.15928062796592712, 0.2186535745859146, 5.304626756696962e-05];[-0.006646154914051294, 0.0, 0.0, 0.0, 0.5315136909484863];1.388.888.931.274.410
[-0.15928062796592712, 0.2186535745859146, 5.304626756696962e-05];[-0.006646154914051294, 0.0, 0.0, 0.0, 0.5315136909484863];1.388.888.931.274.410
[-0.25852659344673157, 0.24105162918567657, -6.209788352862233e-06];[-0.007971429266035557, 0.0, 0.0, 0.0, 0.5355373024940491];1.388.888.931.274.410
[-0.25852659344673157, 0.24105162918567657, -6.209788352862233e-06];[-0.007971429266035557, 0.0, 0.0, 0.0, 0.5355373024940491];1.388.888.931.274.410
[-0.39815759658813477, 0.2889299988746643, 7.831637049093843e-05];[-0.00996923167258501, 0.0, 0.0, 0.0, 0.5430018305778503];1.388.888.931.274.410
[-0.5695109367370605, 0.34962818026542664, -2.4236242097686045e-05];[-0.012501100078225136, 0.0, 0.0, 0.0, 0.5520246028900146];1.388.888.931.274.410
[-0.5695109367370605, 0.34962818026542664, -2.4236242097686045e-05];[-0.012501100078225136, 0.0, 0.0, 0.0, 0.5520246028900146];1.388.888.931.274.410
[-0.6965201497077942, 0.36155936121940613, 5.74502264498733e-05];[-0.01438022218644619, 0.0, 0.0, 0.0, 0.5606317520141602];1.388.888.931.274.410
[-0.7740238308906555, 0.3503400981426239, -5.219950253376737e-05];[-0.015576924197375774, 0.0, 0.0, 0.0, 0.5592265725135803];1.388.888.931.274.410
[-0.7740238308906555, 0.3503400981426239, -5.219950253376737e-05];[-0.015576924197375774, 0.0, 0.0, 0.0, 0.5592265725135803];1.388.888.931.274.410
[-0.9159947633743286, 0.49921250343322754, 3.529619425535202e-05];[-0.01839560642838478, 0.0, 0.0, 0.0, 0.5491459965705872];1.388.888.931.274.410
